"","Hugo_Symbol","Entrez_Gene_Id"
"93100","NAPRT1",93100
"9476","NAPSA",9476
"256236","NAPSB",256236
"64428","NARFL",64428
"26502","NARF",26502
"79664","NARG2",79664
"79731","NARS2",79731
"4677","NARS",4677
"4678","NASP",4678
"55226","NAT10",55226
"57106","NAT14",57106
"79903","NAT15",79903
"9","NAT1",9
"10","NAT2",10
"24142","NAT6",24142
"51471","NAT8B",51471
"339983","NAT8L",339983
"9027","NAT8",9027
"26151","NAT9",26151
"89796","NAV1",89796
"89797","NAV2",89797
"89795","NAV3",89795
"51594","NBAS",51594
"65065","NBEAL1",65065
"23218","NBEAL2",23218
"26960","NBEA",26960
"4681","NBL1",4681
"79804","NBLA00301",79804
"4683","NBN",4683
"100132406","NBPF10",100132406
"25832","NBPF14",25832
"284565","NBPF15",284565
"728936","NBPF16",728936
"55672","NBPF1",55672
"285622","NBPF22P",285622
"84224","NBPF3",84224
"148545","NBPF4",148545
"653149","NBPF6",653149
"343505","NBPF7",343505
"400818","NBPF9",400818
"4077","NBR1",4077
"10230","NBR2",10230
"83988","NCALD",83988
"4684","NCAM1",4684
"4685","NCAM2",4685
"1463","NCAN",1463
"9918","NCAPD2",9918
"23310","NCAPD3",23310
"54892","NCAPG2",54892
"64151","NCAPG",64151
"29781","NCAPH2",29781
"23397","NCAPH",23397
"4686","NCBP1",4686
"22916","NCBP2",22916
"342897","NCCRP1",342897
"23154","NCDN",23154
"57552","NCEH1",57552
"654816","NCF1B",654816
"654817","NCF1C",654817
"653361","NCF1",653361
"4688","NCF2",4688
"4689","NCF4",4689
"4690","NCK1",4690
"8440","NCK2",8440
"3071","NCKAP1L",3071
"10787","NCKAP1",10787
"57701","NCKAP5L",57701
"344148","NCKAP5",344148
"51517","NCKIPSD",51517
"56926","NCLN",56926
"4691","NCL",4691
"8648","NCOA1",8648
"10499","NCOA2",10499
"8202","NCOA3",8202
"8031","NCOA4",8031
"57727","NCOA5",57727
"23054","NCOA6",23054
"135112","NCOA7",135112
"9611","NCOR1",9611
"9612","NCOR2",9612
"9437","NCR1",9437
"9436","NCR2",9436
"259197","NCR3",259197
"140875","NCRNA00028",140875
"100144596","NCRNA00029",100144596
"158035","NCRNA00032",158035
"619434","NCRNA00051",619434
"145978","NCRNA00052",145978
"92482","NCRNA00081",92482
"147650","NCRNA00085",147650
"399668","NCRNA00086",399668
"644596","NCRNA00087",644596
"100188953","NCRNA00092",100188953
"100188954","NCRNA00093",100188954
"266655","NCRNA00094",266655
"283932","NCRNA00095",283932
"359822","NCRNA00099",359822
"80161","NCRNA00105",80161
"283981","NCRNA00107",283981
"642976","NCRNA00110",642976
"54090","NCRNA00111",54090
"54089","NCRNA00112",54089
"54088","NCRNA00113",54088
"400866","NCRNA00114",400866
"79854","NCRNA00115",79854
"205251","NCRNA00116",205251
"348808","NCRNA00119",348808
"55389","NCRNA00120",55389
"112597","NCRNA00152",112597
"54075","NCRNA00157",54075
"54072","NCRNA00158",54072
"54070","NCRNA00159",54070
"54064","NCRNA00160",54064
"118421","NCRNA00161",118421
"378825","NCRNA00162",378825
"554226","NCRNA00164",554226
"440072","NCRNA00167",440072
"400508","NCRNA00169",400508
"80862","NCRNA00171",80862
"100287569","NCRNA00173",100287569
"285908","NCRNA00174",285908
"378832","NCRNA00175",378832
"284739","NCRNA00176",284739
"503538","NCRNA00181",503538
"100302692","NCRNA00182",100302692
"554203","NCRNA00183",554203
"55410","NCRNA00185",55410
"125144","NCRNA00188",125144
"193629","NCRNA00189",193629
"399706","NCRNA00200",399706
"284702","NCRNA00201",284702
"387644","NCRNA00202",387644
"319085","NCRNA00203",319085
"286967","NCRNA00204B",286967
"388910","NCRNA00207",388910
"114915","NCRNA00219",114915
"401629","NCRNA00230B",401629
"64493","NCRNA00235",64493
"23413","NCS1",23413
"23385","NCSTN",23385
"10403","NDC80",10403
"54820","NDE1",54820
"81565","NDEL1",81565
"80762","NDFIP1",80762
"54602","NDFIP2",54602
"56160","NDNL2",56160
"4692","NDN",4692
"27158","NDOR1",27158
"4693","NDP",4693
"10397","NDRG1",10397
"57447","NDRG2",57447
"57446","NDRG3",57446
"65009","NDRG4",65009
"3340","NDST1",3340
"8509","NDST2",8509
"9348","NDST3",9348
"64579","NDST4",64579
"4705","NDUFA10",4705
"126328","NDUFA11",126328
"55967","NDUFA12",55967
"51079","NDUFA13",51079
"4694","NDUFA1",4694
"4695","NDUFA2",4695
"4696","NDUFA3",4696
"56901","NDUFA4L2",56901
"4697","NDUFA4",4697
"4698","NDUFA5",4698
"4700","NDUFA6",4700
"4701","NDUFA7",4701
"4702","NDUFA8",4702
"4704","NDUFA9",4704
"4706","NDUFAB1",4706
"51103","NDUFAF1",51103
"91942","NDUFAF2",91942
"25915","NDUFAF3",25915
"29078","NDUFAF4",29078
"4716","NDUFB10",4716
"54539","NDUFB11",54539
"4707","NDUFB1",4707
"4708","NDUFB2",4708
"4709","NDUFB3",4709
"4710","NDUFB4",4710
"4711","NDUFB5",4711
"4712","NDUFB6",4712
"4713","NDUFB7",4713
"4714","NDUFB8",4714
"4715","NDUFB9",4715
"4717","NDUFC1",4717
"4718","NDUFC2",4718
"4719","NDUFS1",4719
"4720","NDUFS2",4720
"4722","NDUFS3",4722
"4724","NDUFS4",4724
"4725","NDUFS5",4725
"4726","NDUFS6",4726
"374291","NDUFS7",374291
"4728","NDUFS8",4728
"4723","NDUFV1",4723
"4729","NDUFV2",4729
"4731","NDUFV3",4731
"283131","NEAT1",283131
"10529","NEBL",10529
"4703","NEB",4703
"64168","NECAB1",64168
"54550","NECAB2",54550
"63941","NECAB3",63941
"25977","NECAP1",25977
"55707","NECAP2",55707
"121441","NEDD1",121441
"23327","NEDD4L",23327
"4734","NEDD4",4734
"4738","NEDD8",4738
"4739","NEDD9",4739
"4744","NEFH",4744
"4747","NEFL",4747
"4741","NEFM",4741
"257194","NEGR1",257194
"79661","NEIL1",79661
"252969","NEIL2",252969
"55247","NEIL3",55247
"152110","NEK10",152110
"79858","NEK11",79858
"4750","NEK1",4750
"4751","NEK2",4751
"4752","NEK3",4752
"6787","NEK4",6787
"341676","NEK5",341676
"10783","NEK6",10783
"140609","NEK7",140609
"284086","NEK8",284086
"91754","NEK9",91754
"26012","NELF",26012
"4745","NELL1",4745
"4753","NELL2",4753
"29937","NENF",29937
"4756","NEO1",4756
"10763","NES",10763
"10276","NET1",10276
"81832","NETO1",81832
"81831","NETO2",81831
"4758","NEU1",4758
"4759","NEU2",4759
"10825","NEU3",10825
"129807","NEU4",129807
"54492","NEURL1B",54492
"140825","NEURL2",140825
"93082","NEURL3",93082
"84461","NEURL4",84461
"9148","NEURL",9148
"4760","NEUROD1",4760
"4761","NEUROD2",4761
"58158","NEUROD4",58158
"63974","NEUROD6",63974
"4762","NEUROG1",4762
"63973","NEUROG2",63973
"50674","NEUROG3",50674
"91624","NEXN",91624
"440225","NF1P1",440225
"4763","NF1",4763
"4771","NF2",4771
"150372","NFAM1",150372
"23114","NFASC",23114
"10725","NFAT5",10725
"4772","NFATC1",4772
"84901","NFATC2IP",84901
"4773","NFATC2",4773
"4775","NFATC3",4775
"4776","NFATC4",4776
"4779","NFE2L1",4779
"4780","NFE2L2",4780
"9603","NFE2L3",9603
"4778","NFE2",4778
"4774","NFIA",4774
"4781","NFIB",4781
"4782","NFIC",4782
"4783","NFIL3",4783
"4784","NFIX",4784
"4790","NFKB1",4790
"4791","NFKB2",4791
"4792","NFKBIA",4792
"4793","NFKBIB",4793
"84807","NFKBID",84807
"4794","NFKBIE",4794
"4795","NFKBIL1",4795
"4796","NFKBIL2",4796
"64332","NFKBIZ",64332
"4798","NFRKB",4798
"9054","NFS1",9054
"27247","NFU1",27247
"4799","NFX1",4799
"152518","NFXL1",152518
"4800","NFYA",4800
"4801","NFYB",4801
"4802","NFYC",4802
"58157","NGB",58157
"25983","NGDN",25983
"25791","NGEF",25791
"27018","NGFRAP1",27018
"4804","NGFR",4804
"4803","NGF",4803
"55768","NGLY1",55768
"51335","NGRN",51335
"150159","NHEDC1",150159
"133308","NHEDC2",133308
"100294720","NHEG1",100294720
"79840","NHEJ1",79840
"4807","NHLH1",4807
"4808","NHLH2",4808
"378884","NHLRC1",378884
"374354","NHLRC2",374354
"387921","NHLRC3",387921
"283948","NHLRC4",283948
"4809","NHP2L1",4809
"55651","NHP2",55651
"57224","NHSL1",57224
"340527","NHSL2",340527
"4810","NHS",4810
"84276","NICN1",84276
"4811","NID1",4811
"22795","NID2",22795
"60491","NIF3L1",60491
"4814","NINJ1",4814
"4815","NINJ2",4815
"22981","NINL",22981
"51199","NIN",51199
"51388","NIP7",51388
"123606","NIPA1",123606
"81614","NIPA2",81614
"152519","NIPAL1",152519
"79815","NIPAL2",79815
"57185","NIPAL3",57185
"348938","NIPAL4",348938
"25836","NIPBL",25836
"8508","NIPSNAP1",8508
"25934","NIPSNAP3A",25934
"55335","NIPSNAP3B",55335
"11188","NISCH",11188
"4817","NIT1",4817
"56954","NIT2",56954
"79570","NKAIN1",79570
"154215","NKAIN2",154215
"286183","NKAIN3",286183
"128414","NKAIN4",128414
"222698","NKAPL",222698
"79576","NKAP",79576
"85407","NKD1",85407
"85409","NKD2",85409
"4818","NKG7",4818
"28512","NKIRAS1",28512
"28511","NKIRAS2",28511
"284353","NKPD1",284353
"55922","NKRF",55922
"4820","NKTR",4820
"390010","NKX1-2",390010
"7080","NKX2-1",7080
"4821","NKX2-2",4821
"159296","NKX2-3",159296
"644524","NKX2-4",644524
"1482","NKX2-5",1482
"137814","NKX2-6",137814
"26257","NKX2-8",26257
"4824","NKX3-1",4824
"579","NKX3-2",579
"4825","NKX6-1",4825
"84504","NKX6-2",84504
"157848","NKX6-3",157848
"54475","NLE1",54475
"22871","NLGN1",22871
"57555","NLGN2",57555
"54413","NLGN3",54413
"57502","NLGN4X",57502
"22829","NLGN4Y",22829
"51701","NLK",51701
"57486","NLN",57486
"197358","NLRC3",197358
"58484","NLRC4",58484
"84166","NLRC5",84166
"338322","NLRP10",338322
"204801","NLRP11",204801
"91662","NLRP12",91662
"126204","NLRP13",126204
"338323","NLRP14",338323
"22861","NLRP1",22861
"55655","NLRP2",55655
"114548","NLRP3",114548
"147945","NLRP4",147945
"126206","NLRP5",126206
"171389","NLRP6",171389
"199713","NLRP7",199713
"126205","NLRP8",126205
"338321","NLRP9",338321
"79671","NLRX1",79671
"4829","NMBR",4829
"4828","NMB",4828
"51068","NMD3",51068
"654364","NME1-NME2",654364
"4830","NME1",4830
"283458","NME2P1",283458
"4831","NME2",4831
"4832","NME3",4832
"4833","NME4",4833
"8382","NME5",8382
"10201","NME6",10201
"29922","NME7",29922
"9111","NMI",9111
"64802","NMNAT1",64802
"23057","NMNAT2",23057
"349565","NMNAT3",349565
"57407","NMRAL1",57407
"129521","NMS",129521
"4836","NMT1",4836
"9397","NMT2",9397
"10316","NMUR1",10316
"56923","NMUR2",56923
"10874","NMU",10874
"4826","NNAT",4826
"4837","NNMT",4837
"23530","NNT",23530
"28987","NOB1",28987
"135935","NOBOX",135935
"26155","NOC2L",26155
"64318","NOC3L",64318
"79050","NOC4L",79050
"10392","NOD1",10392
"64127","NOD2",64127
"4838","NODAL",4838
"9241","NOG",9241
"79954","NOL10",79954
"25926","NOL11",25926
"79159","NOL12",79159
"8996","NOL3",8996
"8715","NOL4",8715
"65083","NOL6",65083
"51406","NOL7",51406
"55035","NOL8",55035
"79707","NOL9",79707
"9221","NOLC1",9221
"64434","NOM1",64434
"23420","NOMO1",23420
"283820","NOMO2",283820
"408050","NOMO3",408050
"4841","NONO",4841
"55505","NOP10",55505
"8602","NOP14",8602
"51491","NOP16",51491
"4839","NOP2",4839
"10528","NOP56",10528
"51602","NOP58",51602
"9722","NOS1AP",9722
"4842","NOS1",4842
"4843","NOS2",4843
"4846","NOS3",4846
"51070","NOSIP",51070
"115677","NOSTRIN",115677
"4851","NOTCH1",4851
"388677","NOTCH2NL",388677
"4853","NOTCH2",4853
"4854","NOTCH3",4854
"4855","NOTCH4",4855
"344022","NOTO",344022
"147111","NOTUM",147111
"4857","NOVA1",4857
"4858","NOVA2",4858
"4856","NOV",4856
"27035","NOX1",27035
"50508","NOX3",50508
"50507","NOX4",50507
"79400","NOX5",79400
"10811","NOXA1",10811
"124056","NOXO1",124056
"4861","NPAS1",4861
"4862","NPAS2",4862
"64067","NPAS3",64067
"266743","NPAS4",266743
"4863","NPAT",4863
"2831","NPBWR1",2831
"2832","NPBWR2",2832
"256933","NPB",256933
"29881","NPC1L1",29881
"4864","NPC1",4864
"10577","NPC2",10577
"56654","NPDC1",56654
"79716","NPEPL1",79716
"9520","NPEPPS",9520
"64106","NPFFR1",64106
"10886","NPFFR2",10886
"8620","NPFF",8620
"4867","NPHP1",4867
"27031","NPHP3",27031
"261734","NPHP4",261734
"4868","NPHS1",4868
"7827","NPHS2",7827
"23117","NPIPL3",23117
"9284","NPIP",9284
"55666","NPLOC4",55666
"80896","NPL",80896
"4869","NPM1",4869
"10361","NPM2",10361
"10360","NPM3",10360
"255743","NPNT",255743
"4878","NPPA",4878
"4879","NPPB",4879
"4880","NPPC",4880
"4881","NPR1",4881
"4882","NPR2",4882
"4883","NPR3",4883
"10641","NPRL2",10641
"8131","NPRL3",8131
"387129","NPSR1",387129
"594857","NPS",594857
"27020","NPTN",27020
"4884","NPTX1",4884
"4885","NPTX2",4885
"23467","NPTXR",23467
"64111","NPVF",64111
"283869","NPW",283869
"4886","NPY1R",4886
"4887","NPY2R",4887
"4889","NPY5R",4889
"4888","NPY6R",4888
"4852","NPY",4852
"1728","NQO1",1728
"4835","NQO2",4835
"190","NR0B1",190
"8431","NR0B2",8431
"9572","NR1D1",9572
"9975","NR1D2",9975
"7376","NR1H2",7376
"10062","NR1H3",10062
"9971","NR1H4",9971
"8856","NR1I2",8856
"9970","NR1I3",9970
"7181","NR2C1",7181
"126382","NR2C2AP",126382
"7182","NR2C2",7182
"7101","NR2E1",7101
"10002","NR2E3",10002
"7025","NR2F1",7025
"7026","NR2F2",7026
"2063","NR2F6",2063
"2908","NR3C1",2908
"4306","NR3C2",4306
"3164","NR4A1",3164
"4929","NR4A2",4929
"8013","NR4A3",8013
"2516","NR5A1",2516
"2494","NR5A2",2494
"2649","NR6A1",2649
"100129354","NRADDP",100129354
"4892","NRAP",4892
"441478","NRARP",441478
"4893","NRAS",4893
"29982","NRBF2",29982
"29959","NRBP1",29959
"340371","NRBP2",340371
"4897","NRCAM",4897
"4898","NRD1",4898
"4899","NRF1",4899
"3084","NRG1",3084
"9542","NRG2",9542
"10718","NRG3",10718
"145957","NRG4",145957
"4900","NRGN",4900
"8204","NRIP1",8204
"83714","NRIP2",83714
"56675","NRIP3",56675
"203447","NRK",203447
"4901","NRL",4901
"11270","NRM",11270
"123904","NRN1L",123904
"51299","NRN1",51299
"8829","NRP1",8829
"8828","NRP2",8828
"140767","NRSN1",140767
"80023","NRSN2",80023
"4902","NRTN",4902
"9378","NRXN1",9378
"9379","NRXN2",9379
"9369","NRXN3",9369
"10412","NSA2",10412
"64324","NSD1",64324
"50814","NSDHL",50814
"55968","NSFL1C",55968
"4905","NSF",4905
"25936","NSL1",25936
"8439","NSMAF",8439
"197370","NSMCE1",197370
"286053","NSMCE2",286053
"54780","NSMCE4A",54780
"54888","NSUN2",54888
"63899","NSUN3",63899
"387338","NSUN4",387338
"155400","NSUN5P1",155400
"260294","NSUN5P2",260294
"55695","NSUN5",55695
"221078","NSUN6",221078
"79730","NSUN7",79730
"84618","NT5C1A",84618
"93034","NT5C1B",93034
"22978","NT5C2",22978
"115024","NT5C3L",115024
"51251","NT5C3",51251
"30833","NT5C",30833
"221294","NT5DC1",221294
"64943","NT5DC2",64943
"51559","NT5DC3",51559
"4907","NT5E",4907
"56953","NT5M",56953
"123803","NTAN1",123803
"4908","NTF3",4908
"4909","NTF4",4909
"4913","NTHL1",4913
"50863","NTM",50863
"9423","NTN1",9423
"4917","NTN3",4917
"59277","NTN4",59277
"126147","NTN5",126147
"22854","NTNG1",22854
"84628","NTNG2",84628
"4914","NTRK1",4914
"4915","NTRK2",4915
"4916","NTRK3",4916
"4923","NTSR1",4923
"23620","NTSR2",23620
"4922","NTS",4922
"9891","NUAK1",9891
"81788","NUAK2",81788
"51667","NUB1",51667
"4682","NUBP1",4682
"10101","NUBP2",10101
"80224","NUBPL",80224
"4924","NUCB1",4924
"4925","NUCB2",4925
"64710","NUCKS1",64710
"84955","NUDCD1",84955
"134492","NUDCD2",134492
"23386","NUDCD3",23386
"10726","NUDC",10726
"170685","NUDT10",170685
"55190","NUDT11",55190
"83594","NUDT12",83594
"25961","NUDT13",25961
"256281","NUDT14",256281
"55270","NUDT15",55270
"84309","NUDT16L1",84309
"152195","NUDT16P1",152195
"131870","NUDT16",131870
"200035","NUDT17",200035
"79873","NUDT18",79873
"390916","NUDT19",390916
"4521","NUDT1",4521
"11051","NUDT21",11051
"84304","NUDT22",84304
"318","NUDT2",318
"11165","NUDT3",11165
"11163","NUDT4",11163
"11164","NUDT5",11164
"11162","NUDT6",11162
"283927","NUDT7",283927
"254552","NUDT8",254552
"119369","NUDT9P1",119369
"53343","NUDT9",53343
"83540","NUF2",83540
"26747","NUFIP1",26747
"57532","NUFIP2",57532
"4926","NUMA1",4926
"9253","NUMBL",9253
"8650","NUMB",8650
"57122","NUP107",57122
"55746","NUP133",55746
"9972","NUP153",9972
"9631","NUP155",9631
"23279","NUP160",23279
"23511","NUP188",23511
"23165","NUP205",23165
"91181","NUP210L",91181
"23225","NUP210",23225
"8021","NUP214",8021
"129401","NUP35",129401
"79023","NUP37",79023
"348995","NUP43",348995
"10762","NUP50",10762
"53371","NUP54",53371
"54830","NUP62CL",54830
"23636","NUP62",23636
"79902","NUP85",79902
"4927","NUP88",4927
"9688","NUP93",9688
"4928","NUP98",4928
"9818","NUPL1",9818
"11097","NUPL2",11097
"26471","NUPR1",26471
"116150","NUS1",116150
"51203","NUSAP1",51203
"10204","NUTF2",10204
"4931","NVL",4931
"284434","NWD1",284434
"10482","NXF1",10482
"728343","NXF2B",728343
"56001","NXF2",56001
"56000","NXF3",56000
"55999","NXF4",55999
"55998","NXF5",55998
"115861","NXNL1",115861
"158046","NXNL2",158046
"64359","NXN",64359
"30010","NXPH1",30010
"11249","NXPH2",11249
"11248","NXPH3",11248
"11247","NXPH4",11247
"29107","NXT1",29107
"55916","NXT2",55916
"57523","NYNRIN",57523
"60506","NYX",60506
"220323","OAF",220323
"4938","OAS1",4938
"4939","OAS2",4939
"4940","OAS3",4940
"8638","OASL",8638
"4942","OAT",4942
"4946","OAZ1",4946
"4947","OAZ2",4947
"51686","OAZ3",51686
"79991","OBFC1",79991
"64859","OBFC2A",64859
"79035","OBFC2B",79035
"29991","OBP2A",29991
"29989","OBP2B",29989
"84033","OBSCN",84033
"23363","OBSL1",23363
"729330","OC90",729330
"4948","OCA2",4948
"79629","OCEL1",79629
"54940","OCIAD1",54940
"132299","OCIAD2",132299
"10896","OCLM",10896
"4950","OCLN",4950
"4951","OCM2",4951
"654231","OCM",654231
"4952","OCRL",4952
"54959","ODAM",54959
"4953","ODC1",4953
"4956","ODF1",4956
"57489","ODF2L",57489
"4957","ODF2",4957
"440836","ODF3B",440836
"161753","ODF3L1",161753
"284451","ODF3L2",284451
"113746","ODF3",113746
"146852","ODF4",146852
"10178","ODZ1",10178
"57451","ODZ2",57451
"55714","ODZ3",55714
"26011","ODZ4",26011
"8481","OFD1",8481
"55753","OGDHL",55753
"4967","OGDH",4967
"55239","OGFOD1",55239
"79676","OGFOD2",79676
"79627","OGFRL1",79627
"11054","OGFR",11054
"4968","OGG1",4968
"4969","OGN",4969
"8473","OGT",8473
"11339","OIP5",11339
"170392","OIT3",170392
"29789","OLA1",29789
"55301","OLAH",55301
"10439","OLFM1",10439
"93145","OLFM2",93145
"118427","OLFM3",118427
"10562","OLFM4",10562
"283298","OLFML1",283298
"169611","OLFML2A",169611
"25903","OLFML2B",25903
"56944","OLFML3",56944
"116448","OLIG1",116448
"10215","OLIG2",10215
"167826","OLIG3",167826
"4973","OLR1",4973
"115209","OMA1",115209
"4958","OMD",4958
"4974","OMG",4974
"4975","OMP",4975
"3175","ONECUT1",3175
"9480","ONECUT2",9480
"390874","ONECUT3",390874
"441161","OOEP",441161
"4976","OPA1",4976
"80207","OPA3",80207
"93377","OPALIN",93377
"4978","OPCML",4978
"4983","OPHN1",4983
"26873","OPLAH",26873
"5956","OPN1LW",5956
"2652","OPN1MW",2652
"611","OPN1SW",611
"23596","OPN3",23596
"94233","OPN4",94233
"221391","OPN5",221391
"4985","OPRD1",4985
"4986","OPRK1",4986
"4987","OPRL1",4987
"4988","OPRM1",4988
"26254","OPTC",26254
"10133","OPTN",10133
"341276","OR10A2",341276
"26496","OR10A3",26496
"283297","OR10A4",283297
"144124","OR10A5",144124
"390093","OR10A6",390093
"121364","OR10A7",121364
"121275","OR10AD1",121275
"282770","OR10AG1",282770
"442194","OR10C1",442194
"26534","OR10G2",26534
"26533","OR10G3",26533
"390264","OR10G4",390264
"390265","OR10G7",390265
"219869","OR10G8",219869
"219870","OR10G9",219870
"26539","OR10H1",26539
"26538","OR10H2",26538
"26532","OR10H3",26532
"126541","OR10H4",126541
"284433","OR10H5",284433
"26476","OR10J1",26476
"441911","OR10J3",441911
"127385","OR10J5",127385
"391109","OR10K1",391109
"391107","OR10K2",391107
"121130","OR10P1",121130
"219960","OR10Q1",219960
"343406","OR10R2",343406
"219873","OR10S1",219873
"128360","OR10T2",128360
"390201","OR10V1",390201
"81341","OR10W1",81341
"128367","OR10X1",128367
"128368","OR10Z1",128368
"26531","OR11A1",26531
"390439","OR11G2",390439
"440153","OR11H12",440153
"81061","OR11H1",81061
"390442","OR11H4",390442
"122748","OR11H6",122748
"391189","OR11L1",391189
"26529","OR12D2",26529
"81797","OR12D3",81797
"79290","OR13A1",79290
"392376","OR13C2",392376
"138803","OR13C3",138803
"138804","OR13C4",138804
"138799","OR13C5",138799
"138802","OR13C8",138802
"286362","OR13C9",286362
"286365","OR13D1",286365
"138805","OR13F1",138805
"441933","OR13G1",441933
"347468","OR13H1",347468
"392309","OR13J1",392309
"284532","OR14A16",284532
"127066","OR14C36",127066
"401994","OR14I1",401994
"442191","OR14J1",442191
"8383","OR1A1",8383
"26189","OR1A2",26189
"347169","OR1B1",347169
"26188","OR1C1",26188
"4991","OR1D2",4991
"8385","OR1D4",8385
"8387","OR1E1",8387
"8388","OR1E2",8388
"4992","OR1F1",4992
"26184","OR1F2P",26184
"8390","OR1G1",8390
"126370","OR1I1",126370
"347168","OR1J1",347168
"26740","OR1J2",26740
"26219","OR1J4",26219
"392392","OR1K1",392392
"26737","OR1L1",26737
"26735","OR1L3",26735
"254973","OR1L4",254973
"392390","OR1L6",392390
"138881","OR1L8",138881
"125963","OR1M1",125963
"138883","OR1N1",138883
"138882","OR1N2",138882
"158131","OR1Q1",158131
"219959","OR1S1",219959
"219958","OR1S2",219958
"346525","OR2A12",346525
"135941","OR2A14",135941
"346528","OR2A1",346528
"392138","OR2A25",392138
"442361","OR2A2",442361
"79541","OR2A4",79541
"393046","OR2A5",393046
"401427","OR2A7",401427
"441295","OR2A9P",441295
"81392","OR2AE1",81392
"144125","OR2AG1",144125
"338755","OR2AG2",338755
"391191","OR2AK2",391191
"341152","OR2AT4",341152
"127623","OR2B11",127623
"81697","OR2B2",81697
"442184","OR2B3",442184
"26212","OR2B6",26212
"4993","OR2C1",4993
"81472","OR2C3",81472
"120776","OR2D2",120776
"120775","OR2D3",120775
"26211","OR2F1",26211
"135948","OR2F2",135948
"81470","OR2G2",81470
"81469","OR2G3",81469
"391211","OR2G6",391211
"26716","OR2H1",26716
"7932","OR2H2",7932
"26707","OR2J2",26707
"442186","OR2J3",442186
"26248","OR2K2",26248
"284521","OR2L13",284521
"26247","OR2L1P",26247
"26246","OR2L2",26246
"391192","OR2L3",391192
"391190","OR2L8",391190
"388762","OR2M1P",388762
"391194","OR2M2",391194
"127062","OR2M3",127062
"26245","OR2M4",26245
"127059","OR2M5",127059
"391196","OR2M7",391196
"56656","OR2S2",56656
"127069","OR2T10",127069
"127077","OR2T11",127077
"127064","OR2T12",127064
"26696","OR2T1",26696
"403239","OR2T27",403239
"343563","OR2T29",343563
"401992","OR2T2",401992
"391195","OR2T33",391195
"127068","OR2T34",127068
"403244","OR2T35",403244
"343173","OR2T3",343173
"127074","OR2T4",127074
"401993","OR2T5",401993
"254879","OR2T6",254879
"343172","OR2T8",343172
"285659","OR2V2",285659
"26692","OR2W1",26692
"343171","OR2W3",343171
"441932","OR2W5",441932
"134083","OR2Y1",134083
"284383","OR2Z1",284383
"4994","OR3A1",4994
"4995","OR3A2",4995
"8392","OR3A3",8392
"390756","OR3A4",390756
"81328","OR4A15",81328
"81327","OR4A16",81327
"403253","OR4A47",403253
"81318","OR4A5",81318
"119765","OR4B1",119765
"219429","OR4C11",219429
"283093","OR4C12",283093
"283092","OR4C13",283092
"81309","OR4C15",81309
"219428","OR4C16",219428
"256144","OR4C3",256144
"403257","OR4C45",403257
"119749","OR4C46",119749
"219432","OR4C6",219432
"390197","OR4D10",390197
"219986","OR4D11",219986
"26689","OR4D1",26689
"124538","OR4D2",124538
"219875","OR4D5",219875
"219983","OR4D6",219983
"390199","OR4D9",390199
"26686","OR4E2",26686
"390649","OR4F15",390649
"81099","OR4F17",81099
"441308","OR4F21",441308
"729759","OR4F29",729759
"26682","OR4F4",26682
"79501","OR4F5",79501
"390648","OR4F6",390648
"390433","OR4K13",390433
"122740","OR4K14",122740
"81127","OR4K15",81127
"390436","OR4K17",390436
"79544","OR4K1",79544
"390431","OR4K2",390431
"79317","OR4K5",79317
"122742","OR4L1",122742
"441670","OR4M1",441670
"390538","OR4M2",390538
"390429","OR4N2",390429
"390539","OR4N3P",390539
"283694","OR4N4",283694
"390437","OR4N5",390437
"81300","OR4P4",81300
"441669","OR4Q3",441669
"256148","OR4S1",256148
"219431","OR4S2",219431
"390113","OR4X1",390113
"119764","OR4X2",119764
"401667","OR51A2",401667
"401666","OR51A4",401666
"119687","OR51A7",119687
"79345","OR51B2",79345
"79339","OR51B4",79339
"282763","OR51B5",282763
"390058","OR51B6",390058
"390038","OR51D1",390038
"143503","OR51E1",143503
"81285","OR51E2",81285
"256892","OR51F1",256892
"119694","OR51F2",119694
"79324","OR51G1",79324
"81282","OR51G2",81282
"390063","OR51I1",390063
"390064","OR51I2",390064
"119682","OR51L1",119682
"390059","OR51M1",390059
"390061","OR51Q1",390061
"119692","OR51S1",119692
"401665","OR51T1",401665
"283111","OR51V1",283111
"23538","OR52A1",23538
"390053","OR52A4",390053
"390054","OR52A5",390054
"255725","OR52B2",255725
"143496","OR52B4",143496
"340980","OR52B6",340980
"390066","OR52D1",390066
"119678","OR52E2",119678
"390081","OR52E4",390081
"390078","OR52E6",390078
"390079","OR52E8",390079
"390067","OR52H1",390067
"390037","OR52I1",390037
"143502","OR52I2",143502
"119679","OR52J3",119679
"390036","OR52K1",390036
"119774","OR52K2",119774
"338751","OR52L1",338751
"119772","OR52M1",119772
"79473","OR52N1",79473
"390077","OR52N2",390077
"390072","OR52N4",390072
"390075","OR52N5",390075
"119695","OR52R1",119695
"120787","OR52W1",120787
"120796","OR56A1",120796
"390083","OR56A3",390083
"120793","OR56A4",120793
"390084","OR56A5",390084
"387748","OR56B1",387748
"196335","OR56B4",196335
"219982","OR5A1",219982
"219981","OR5A2",219981
"81050","OR5AC2",81050
"390181","OR5AK2",390181
"390195","OR5AN1",390195
"338675","OR5AP2",338675
"219493","OR5AR1",219493
"219447","OR5AS1",219447
"390445","OR5AU1",390445
"390191","OR5B12",390191
"219965","OR5B17",219965
"219968","OR5B21",219968
